股票代码,股票名称,最终资产,总收益率,胜率,交易次数(对),最大回撤,夏普比率,总手续费,挂单重试(买/卖)
000409,云鼎科技,1158445.6,1058.45%,39.82%,226,91.78%,0.37,51780.35,买15 | 卖14
300058,蓝色光标,1155477.83,1055.48%,37.32%,142,63.80%,0.55,27244.15,买0 | 卖0
000024,招商地产,1148030.1,1048.03%,40.89%,203,75.63%,0.42,75859.92,买0 | 卖0
300201,海伦哲,1147043.47,1047.04%,37.69%,130,58.88%,0.6,43854.58,买0 | 卖1
300352,北信源,1140288.93,1040.29%,39.05%,105,56.09%,0.61,33252.1,买0 | 卖0
002555,三七互娱,1138552.71,1038.55%,35.34%,133,61.13%,0.61,58260.33,买0 | 卖1
000691,ST亚太,1126956.12,1026.96%,38.63%,233,80.08%,0.36,60464.99,买12 | 卖18
000922,佳电股份,1125031.28,1025.03%,35.04%,234,61.47%,0.37,59761.81,买15 | 卖2
000612,焦作万方,1122489.32,1022.49%,37.25%,255,68.56%,0.35,85705.7,买3 | 卖1
300223,北京君正,1108424.28,1008.42%,35.48%,124,55.91%,0.56,37882.74,买1 | 卖0
000921,海信家电,1103545.81,1003.55%,38.14%,215,64.22%,0.37,46505.26,买12 | 卖7
000729,燕京啤酒,1102200.88,1002.20%,39.47%,266,53.71%,0.35,120314.06,买1 | 卖0
300348,长亮科技,1091449.43,991.45%,34.96%,123,64.51%,0.59,46503.69,买3 | 卖0
002488,金固股份,1084218.15,984.22%,35.66%,143,56.34%,0.55,46730.85,买1 | 卖0
300604,长川科技,1081202.96,981.20%,41.86%,86,43.67%,0.79,19881.08,买13 | 卖0
000818,航锦科技,1069138.31,969.14%,37.66%,231,59.08%,0.36,76866.75,买9 | 卖4
000806,银河退,1058257.89,958.26%,33.99%,203,67.03%,0.39,129400.22,买2 | 卖8
002024,ST易购,1052263.73,952.26%,38.86%,193,58.85%,0.44,155756.24,买0 | 卖2
000720,新能泰山,1047670.64,947.67%,34.16%,243,78.90%,0.34,107049.43,买4 | 卖6
000967,盈峰环境,1045333.61,945.33%,39.35%,216,56.47%,0.38,70302.43,买1 | 卖5
300251,光线传媒,1039672.97,939.67%,36.03%,136,58.62%,0.56,29985.02,买1 | 卖0
000923,河钢资源,1039582.6,939.58%,35.42%,240,60.77%,0.36,74832.36,买3 | 卖3
300293,蓝英装备,1038725.2,938.73%,40.17%,117,71.38%,0.55,28044.82,买3 | 卖0
000531,穗恒运Ａ,1037344.9,937.34%,39.86%,286,58.72%,0.31,98305.1,买0 | 卖0
000697,ST炼石,1031029.5,931.03%,37.55%,237,96.77%,0.37,50628.46,买5 | 卖1
300044,ST赛为,1029193.33,929.19%,36.36%,132,80.44%,0.51,49919.77,买3 | 卖4
000049,德赛电池,1027800.36,927.80%,38.19%,288,63.70%,0.32,140247.65,买4 | 卖8
000042,中洲控股,1023631.28,923.63%,35.84%,279,80.03%,0.32,113237.66,买0 | 卖0
002050,三花智控,1012111.05,912.11%,42.42%,198,51.36%,0.45,51449.01,买2 | 卖1
000968,蓝焰控股,1011710.6,911.71%,39.19%,222,57.31%,0.37,104222.37,买1 | 卖0
600067,冠城新材,1000643.41,900.64%,39.30%,257,59.90%,0.33,86362.56,买3 | 卖0
000157,中联重科,999961.13,899.96%,40.61%,229,59.60%,0.39,107037.94,买0 | 卖1
300102,乾照光电,997253.16,897.25%,38.81%,134,45.58%,0.52,18937.81,买2 | 卖0
300481,濮阳惠成,990788.95,890.79%,38.71%,93,52.24%,0.72,54518.01,买6 | 卖0
000895,双汇发展,988609.33,888.61%,35.37%,229,42.29%,0.29,122832.81,买6 | 卖0
002273,水晶光电,988293.36,888.29%,37.58%,157,76.50%,0.48,55770.59,买0 | 卖0
002605,姚记科技,985502.31,885.50%,42.02%,119,60.02%,0.57,31520.74,买0 | 卖0
600101,明星电力,984594.1,884.59%,35.77%,260,80.91%,0.34,59959.92,买0 | 卖2
600120,浙江东方,983042.5,883.04%,35.06%,271,60.72%,0.34,95897.5,买0 | 卖0
300441,鲍斯股份,982886.86,882.89%,37.93%,87,47.21%,0.8,44278.12,买9 | 卖0
002689,ST远智,982139.44,882.14%,40.34%,119,52.88%,0.58,29502.51,买0 | 卖2
000402,金 融 街,976693.38,876.69%,36.07%,280,57.57%,0.32,138563.72,买1 | 卖0
000428,华天酒店,976070.03,876.07%,36.90%,252,93.35%,0.44,196257.04,买1 | 卖1
600084,中信尼雅,975761.76,875.76%,39.83%,236,75.98%,0.34,73220.31,买1 | 卖8
600143,金发科技,970692.74,870.69%,38.14%,194,66.71%,0.42,81321.18,买1 | 卖0
002460,赣锋锂业,964254.38,864.25%,36.43%,140,72.65%,0.52,51023.54,买1 | 卖0
000685,中山公用,963191.24,863.19%,35.09%,265,67.05%,0.32,115215.89,买1 | 卖0
300671,富满微,957780.63,857.78%,43.94%,66,47.48%,0.75,16991.37,买13 | 卖0
600080,金花股份,957378.02,857.38%,36.58%,257,86.68%,0.33,98598.0,买5 | 卖5
000939,凯迪退,956527.68,856.53%,41.88%,160,55.98%,0.47,55616.34,买7 | 卖0
001309,德明利,953857.79,853.86%,53.33%,30,31.54%,1.57,7052.22,买7 | 卖0
000582,北部湾港,952340.92,852.34%,35.85%,265,64.68%,0.32,162192.0,买3 | 卖0
301018,申菱环境,950194.35,850.19%,43.24%,37,35.97%,1.16,7301.63,买0 | 卖1
600088,中视传媒,949909.47,849.91%,34.62%,260,76.54%,0.33,199636.58,买2 | 卖0
000909,ST数源,947167.26,847.17%,37.04%,243,74.55%,0.34,58740.67,买10 | 卖2
002214,ST大立,945706.28,845.71%,40.38%,156,56.58%,0.48,32438.66,买0 | 卖5
600094,大名城,944829.29,844.83%,37.14%,210,99.27%,0.39,38888.7,买5 | 卖7
000510,新金路,944439.03,844.44%,38.59%,298,86.29%,0.31,80933.95,买2 | 卖3
000099,中信海直,943992.94,843.99%,37.02%,235,69.33%,0.36,96511.14,买2 | 卖1
300475,香农芯创,943902.05,843.90%,37.63%,93,73.34%,0.65,8137.0,买13 | 卖4
002675,东诚药业,942600.39,842.60%,37.14%,105,43.94%,0.67,49450.62,买0 | 卖0
000768,中航西飞,937684.89,837.68%,36.06%,269,63.36%,0.33,76333.17,买2 | 卖1
000400,许继电气,937024.49,837.02%,38.15%,249,54.38%,0.33,88820.52,买3 | 卖1
002716,湖南白银,935848.13,835.85%,40.19%,107,46.44%,0.66,31473.8,买1 | 卖1
002636,金安国纪,935467.14,835.47%,41.60%,125,51.85%,0.56,32270.92,买3 | 卖3
000003,PT金田A,932720.08,832.72%,37.50%,80,77.45%,0.64,22410.89,买3 | 卖1
600064,南京高科,929144.97,829.14%,39.61%,255,69.11%,0.32,66639.97,买1 | 卖1
002427,尤夫股份,928075.45,828.08%,41.98%,131,49.70%,0.53,32380.57,买6 | 卖0
000549,S湘火炬,923409.71,823.41%,42.34%,111,62.74%,0.57,39517.31,买1 | 卖1
300489,光智科技,915889.63,815.89%,40.00%,95,67.01%,0.63,14966.4,买10 | 卖2
000782,恒申新材,914323.59,814.32%,37.10%,248,62.69%,0.32,90371.43,买3 | 卖1
000877,天山股份,914210.73,814.21%,36.36%,242,74.19%,0.34,75327.4,买3 | 卖0
002256,兆新股份,911428.61,811.43%,37.50%,144,59.99%,0.48,38826.37,买12 | 卖5
000032,深桑达Ａ,911185.33,811.19%,36.86%,293,62.88%,0.3,76760.7,买0 | 卖3
002063,远光软件,909829.81,809.83%,41.38%,174,51.98%,0.44,66878.33,买2 | 卖0
300300,海峡创新,903738.98,803.74%,42.11%,114,84.06%,0.55,27429.08,买0 | 卖1
000751,锌业股份,898685.83,798.69%,35.71%,238,71.86%,0.3,69775.09,买2 | 卖4
001896,豫能控股,897949.06,797.95%,35.68%,241,57.24%,0.33,48443.96,买3 | 卖0
000430,ST张家界,896712.9,796.71%,41.06%,246,62.28%,0.32,101254.15,买18 | 卖13
300077,国民技术,884227.07,784.23%,38.76%,129,58.66%,0.48,19024.9,买0 | 卖1
000949,新乡化纤,882007.39,782.01%,38.40%,237,55.15%,0.34,56235.67,买0 | 卖0
000698,ST沈化,877252.33,777.25%,34.73%,262,67.36%,0.32,67821.69,买2 | 卖1
002017,东信和平,877064.24,777.06%,37.02%,208,69.32%,0.39,49204.63,买2 | 卖1
000533,顺钠股份,868370.15,768.37%,37.06%,286,67.77%,0.29,94196.92,买3 | 卖1
002298,中电鑫龙,863326.44,763.33%,37.76%,143,62.62%,0.49,43118.58,买0 | 卖1
000515,攀渝钛业,862491.9,762.49%,36.84%,114,62.21%,0.52,38308.14,买22 | 卖12
000951,中国重汽,861524.83,761.52%,34.19%,234,59.38%,0.34,103288.12,买7 | 卖3
002416,爱施德,856232.13,756.23%,43.20%,125,52.32%,0.51,34591.92,买2 | 卖0
002226,江南化工,854689.93,754.69%,38.73%,142,50.93%,0.5,63488.01,买3 | 卖0
002013,中航机电,852296.48,752.30%,37.35%,166,63.12%,0.44,51605.54,买1 | 卖0
002290,禾盛新材,851152.87,751.15%,35.76%,151,77.14%,0.49,22341.17,买2 | 卖0
000422,湖北宜化,850971.09,750.97%,36.90%,271,69.53%,0.31,64349.88,买3 | 卖6
000993,闽东电力,848228.06,748.23%,40.17%,229,67.42%,0.34,38514.78,买1 | 卖1
000903,ST云动,841303.89,741.30%,36.78%,242,59.18%,0.33,47078.1,买1 | 卖0
002185,华天科技,839576.76,739.58%,40.12%,167,66.53%,0.44,35993.22,买0 | 卖1
000404,长虹华意,839347.87,739.35%,39.71%,272,96.51%,0.39,119061.11,买5 | 卖1
002129,TCL中环,838583.1,738.58%,34.69%,147,68.20%,0.46,43195.88,买1 | 卖4
002536,飞龙股份,837535.86,737.54%,36.03%,136,58.29%,0.51,18575.11,买0 | 卖0
002547,春兴精工,833876.97,733.88%,40.17%,117,60.76%,0.51,31726.95,买2 | 卖2
002414,高德红外,827256.28,727.26%,38.13%,139,61.15%,0.51,27142.71,买0 | 卖6
000767,晋控电力,824731.42,724.73%,36.40%,250,46.96%,0.31,81903.72,买0 | 卖2
000060,中金岭南,820798.1,720.80%,32.97%,273,63.82%,0.31,111220.94,买0 | 卖1
000607,华媒控股,820208.75,720.21%,37.40%,254,72.00%,0.31,109665.21,买9 | 卖2
000859,国风新材,817289.03,717.29%,36.33%,245,96.53%,0.46,71046.0,买9 | 卖0
300354,东华测试,813550.3,713.55%,40.98%,122,61.77%,0.53,34478.69,买1 | 卖0
002565,顺灏股份,812639.89,712.64%,35.56%,135,62.72%,0.51,25422.12,买0 | 卖0
000756,新华制药,812052.92,712.05%,39.45%,256,75.17%,0.31,56297.03,买1 | 卖2
000892,欢瑞世纪,809517.6,709.52%,36.19%,210,71.85%,0.34,80198.47,买1 | 卖2
300638,广和通,798730.06,698.73%,48.10%,79,52.99%,0.72,19002.98,买15 | 卖5
002682,龙洲股份,797017.04,697.02%,38.98%,118,65.28%,0.52,18812.95,买0 | 卖0
000609,ST中迪,796184.6,696.18%,34.33%,268,89.11%,0.31,102004.39,买21 | 卖2
300237,ST美晨,796066.94,696.07%,36.75%,117,52.32%,0.51,20758.03,买0 | 卖0
000925,众合科技,795736.83,695.74%,39.91%,223,62.08%,0.35,88203.05,买2 | 卖1
000423,东阿阿胶,789985.66,689.99%,36.92%,279,68.40%,0.27,161899.28,买1 | 卖3
000548,湖南投资,787810.09,687.81%,35.99%,314,76.42%,0.29,123390.85,买2 | 卖1
002371,北方华创,785242.05,685.24%,39.47%,152,53.75%,0.48,41693.93,买1 | 卖0
300140,节能环境,783241.8,683.24%,44.35%,124,55.89%,0.49,45686.19,买0 | 卖1
600078,澄星股份,782295.48,682.30%,36.40%,272,79.71%,0.31,35178.52,买3 | 卖5
002326,永太科技,777174.59,677.17%,35.62%,146,73.90%,0.47,28925.38,买1 | 卖0
000981,山子高科,776789.9,676.79%,34.62%,182,59.13%,0.34,21666.14,买7 | 卖5
000338,潍柴动力,776273.04,676.27%,42.69%,171,59.82%,0.45,30489.93,买0 | 卖0
600082,海泰发展,773837.21,673.84%,37.70%,252,63.46%,0.3,83688.73,买5 | 卖1
002594,比亚迪,773211.81,673.21%,33.82%,136,52.00%,0.52,37572.22,买4 | 卖1
002182,宝武镁业,771447.0,671.45%,34.59%,159,64.08%,0.42,52618.01,买1 | 卖0
300101,振芯科技,768732.67,668.73%,39.29%,140,46.74%,0.48,29958.29,买0 | 卖0
300268,ST佳沃,767498.49,667.50%,37.86%,103,55.22%,0.55,38848.54,买1 | 卖6
300432,富临精工,763311.24,663.31%,39.08%,87,59.43%,0.6,20394.75,买11 | 卖0
002592,ST八菱,762702.25,662.70%,39.50%,119,57.10%,0.54,32211.8,买6 | 卖1
600057,厦门象屿,762032.75,662.03%,35.74%,249,79.53%,0.31,119088.21,买0 | 卖1
000029,深深房Ａ,759481.17,659.48%,34.01%,247,79.33%,0.31,95294.92,买3 | 卖1
300085,银之杰,754162.29,654.16%,28.28%,145,83.95%,0.47,27705.73,买0 | 卖1
002245,蔚蓝锂芯,753200.74,653.20%,37.27%,161,51.27%,0.43,33457.27,买0 | 卖1
000056,皇庭国际,752553.91,652.55%,34.48%,261,74.38%,0.31,76138.21,买21 | 卖11
002357,富临运业,751445.95,651.45%,39.29%,140,53.34%,0.5,31273.08,买1 | 卖0
000509,华塑控股,750553.29,650.55%,36.86%,274,99.29%,0.43,90784.75,买10 | 卖3
300054,鼎龙股份,748473.01,648.47%,44.78%,134,54.19%,0.48,32196.0,买1 | 卖3
000906,浙商中拓,748088.54,648.09%,36.75%,234,78.27%,0.33,69838.6,买10 | 卖3
600063,皖维高新,746936.39,646.94%,35.16%,256,57.99%,0.3,91333.5,买4 | 卖4
000545,金浦钛业,745144.03,645.14%,32.58%,264,87.11%,0.31,120774.11,买4 | 卖9
002092,中泰化学,744032.86,644.03%,36.21%,174,63.16%,0.42,80299.15,买0 | 卖3
002338,奥普光电,742870.31,642.87%,35.25%,139,52.59%,0.46,31476.79,买2 | 卖1
000828,东莞控股,742482.09,642.48%,36.90%,252,57.66%,0.3,72533.95,买3 | 卖5
002568,百润股份,741581.75,641.58%,39.06%,128,65.46%,0.5,63731.23,买1 | 卖1
002312,川发龙蟒,731945.17,631.95%,37.59%,133,68.45%,0.48,41663.86,买4 | 卖1
002015,协鑫能科,731162.28,631.16%,36.26%,171,73.41%,0.39,50118.79,买6 | 卖2
002028,思源电气,730315.64,630.32%,36.62%,213,46.44%,0.37,72834.37,买1 | 卖0
002222,福晶科技,721887.43,621.89%,35.63%,174,63.39%,0.42,31929.52,买2 | 卖1
002436,兴森科技,719660.73,619.66%,40.94%,149,51.09%,0.49,23733.23,买1 | 卖0
600010,包钢股份,718966.49,618.97%,31.11%,225,71.12%,0.33,70177.58,买2 | 卖0
000069,华侨城Ａ,717890.29,617.89%,35.14%,259,66.77%,0.29,115120.73,买1 | 卖0
600112,ST天成,717601.87,617.60%,35.87%,223,80.84%,0.33,91160.17,买9 | 卖6
002531,天顺风能,717078.84,617.08%,42.97%,128,55.49%,0.5,29639.16,买0 | 卖0
002458,益生股份,714205.0,614.21%,33.82%,136,61.66%,0.48,44227.03,买1 | 卖0
002352,顺丰控股,713154.26,613.15%,36.77%,155,57.92%,0.49,71087.78,买0 | 卖1
000838,财信发展,712186.07,612.19%,37.70%,244,79.55%,0.3,69590.97,买23 | 卖9
002181,粤 传 媒,709691.13,609.69%,36.71%,158,61.57%,0.41,26585.78,买2 | 卖2
000695,滨海能源,709024.47,609.02%,37.34%,233,76.23%,0.33,41852.44,买0 | 卖4
000815,美利云,708666.74,608.67%,30.17%,242,74.14%,0.32,67951.17,买17 | 卖0
300487,蓝晓科技,704896.61,604.90%,32.67%,101,63.42%,0.61,40175.36,买8 | 卖1
300443,金雷股份,703857.92,603.86%,37.93%,87,63.48%,0.59,21837.11,买10 | 卖0
002080,中材科技,700935.84,600.94%,39.05%,169,53.62%,0.4,37163.16,买0 | 卖2
300751,迈为股份,700144.47,600.14%,39.39%,66,47.76%,0.79,9086.58,买4 | 卖1
300430,诚益通,700119.74,600.12%,35.87%,92,53.01%,0.6,20682.3,买9 | 卖1
300482,万孚生物,697696.72,597.70%,41.38%,87,45.24%,0.62,22942.28,买11 | 卖0
002497,雅化集团,696717.44,596.72%,31.11%,135,71.69%,0.47,47341.46,买0 | 卖0
300255,常山药业,691321.31,591.32%,40.15%,132,62.01%,0.47,10449.6,买2 | 卖3
002493,荣盛石化,687269.19,587.27%,37.67%,146,47.20%,0.5,27527.8,买0 | 卖0
002474,榕基软件,684644.7,584.64%,34.81%,135,58.19%,0.46,41737.36,买0 | 卖0
300320,海达股份,682000.79,582.00%,40.68%,118,57.82%,0.51,16587.19,买3 | 卖0
003021,兆威机电,678259.11,578.26%,50.00%,44,49.44%,1.03,7453.88,买0 | 卖0
002475,立讯精密,677548.71,577.55%,42.76%,145,36.74%,0.49,22173.26,买0 | 卖0
002034,旺能环境,677136.67,577.14%,37.56%,197,54.44%,0.37,42703.37,买0 | 卖3
000419,通程控股,674149.44,574.15%,37.18%,277,94.71%,0.39,114093.49,买1 | 卖0
000581,威孚高科,672801.42,572.80%,38.27%,243,48.51%,0.29,90725.58,买0 | 卖0
000936,华西股份,669072.35,569.07%,35.44%,237,68.51%,0.3,61183.7,买1 | 卖0
300221,银禧科技,667076.1,567.08%,41.80%,122,73.70%,0.47,43866.92,买0 | 卖0
600123,兰花科创,665969.88,565.97%,36.69%,248,62.65%,0.29,106727.17,买1 | 卖2
000952,广济药业,659595.79,559.60%,37.29%,236,74.24%,0.31,91438.23,买3 | 卖0
002223,鱼跃医疗,657861.99,557.86%,35.98%,164,50.00%,0.42,67043.88,买2 | 卖0
000680,山推股份,657180.85,557.18%,33.97%,262,63.77%,0.28,58808.1,买5 | 卖0
002044,美年健康,655039.29,555.04%,35.79%,190,78.33%,0.38,65850.72,买1 | 卖1
300331,苏大维格,654705.63,554.71%,36.29%,124,62.50%,0.49,24955.42,买2 | 卖1
002043,兔 宝 宝,653464.85,553.46%,36.07%,183,46.85%,0.37,35907.16,买0 | 卖1
002456,欧菲光,647366.49,547.37%,36.23%,138,55.34%,0.45,30429.5,买1 | 卖1
000525,红太阳,647058.58,547.06%,35.74%,305,73.35%,0.27,98686.5,买5 | 卖1
002139,拓邦股份,640662.28,540.66%,37.29%,177,48.73%,0.39,56653.76,买2 | 卖2
600103,青山纸业,639787.27,539.79%,29.46%,258,57.48%,0.28,79987.69,买1 | 卖2
000526,学大教育,637465.68,537.47%,36.07%,280,78.24%,0.3,67941.48,买1 | 卖6
002130,沃尔核材,634901.85,534.90%,37.08%,178,58.50%,0.38,24168.14,买1 | 卖1
000713,国投丰乐,631438.33,531.44%,37.01%,254,68.39%,0.29,57050.7,买0 | 卖2
002347,泰尔股份,630334.13,530.33%,37.58%,149,59.96%,0.45,20082.89,买0 | 卖0
002096,易普力,627872.24,527.87%,32.45%,188,63.48%,0.38,52200.74,买0 | 卖0
002471,中超控股,624937.67,524.94%,37.30%,126,63.13%,0.45,23653.27,买1 | 卖1
000518,ST四环,624706.12,524.71%,33.81%,281,68.84%,0.27,47498.9,买26 | 卖5
000028,国药一致,624417.49,524.42%,34.84%,310,72.33%,0.25,87858.49,买0 | 卖3
300757,罗博特科,623659.95,523.66%,31.34%,67,55.38%,0.73,10510.05,买6 | 卖0
002169,智光电气,622076.35,522.08%,32.75%,171,63.36%,0.39,24599.67,买3 | 卖0
002268,电科网安,620827.67,520.83%,37.74%,159,64.07%,0.41,39259.28,买4 | 卖1
600070,ST富润,620421.83,520.42%,36.43%,258,85.26%,0.3,171007.09,买5 | 卖6
000542,TCL通讯,619874.58,519.87%,47.73%,88,45.36%,0.6,20725.46,买0 | 卖2
002683,广东宏大,614886.03,514.89%,33.60%,125,61.13%,0.53,29786.99,买0 | 卖0
300337,银邦股份,612600.85,512.60%,36.29%,124,76.85%,0.47,21702.21,买3 | 卖0
300136,信维通信,612260.09,512.26%,38.56%,153,66.50%,0.44,27807.85,买1 | 卖0
300078,思创智联,611129.95,511.13%,37.68%,138,69.47%,0.43,31855.01,买1 | 卖1
300163,先锋新材,608489.41,508.49%,36.21%,116,60.18%,0.49,22632.56,买0 | 卖1
600137,浪莎股份,606982.22,506.98%,34.71%,242,93.26%,0.2,56634.78,买19 | 卖26
002317,众生药业,605629.81,505.63%,35.42%,144,51.15%,0.44,20288.27,买0 | 卖0
002124,天邦食品,604886.73,504.89%,37.14%,175,58.47%,0.38,39702.29,买4 | 卖1
300438,鹏辉能源,600844.95,500.84%,44.19%,86,61.68%,0.54,16007.98,买24 | 卖0
300725,药石科技,598326.85,498.33%,44.78%,67,53.94%,0.69,14767.21,买16 | 卖1
000593,德龙汇能,597769.87,497.77%,36.00%,275,78.45%,0.27,53182.14,买1 | 卖0
000721,西安饮食,595085.78,495.09%,37.10%,248,56.79%,0.28,40465.28,买2 | 卖1
000703,恒逸石化,591867.08,491.87%,35.97%,278,74.68%,0.27,58601.85,买5 | 卖6
600138,中青旅,591847.83,491.85%,34.53%,278,71.48%,0.28,163863.07,买0 | 卖0
002842,翔鹭钨业,591576.44,491.58%,38.55%,83,47.05%,0.66,6712.58,买11 | 卖0
002156,通富微电,591141.12,491.14%,38.18%,165,70.59%,0.38,14926.96,买2 | 卖4
002590,万安科技,591046.07,491.05%,35.07%,134,73.84%,0.44,38146.9,买1 | 卖2
000636,风华高科,588418.33,488.42%,32.08%,265,71.35%,0.27,103344.72,买0 | 卖4
002079,苏州固锝,587829.28,487.83%,39.66%,174,53.75%,0.37,36343.74,买2 | 卖1
000511,烯碳退,586337.07,486.34%,38.53%,218,67.60%,0.34,44061.8,买5 | 卖0
000546,金圆股份,585492.97,485.49%,35.00%,280,91.80%,0.29,131633.99,买15 | 卖14
002664,信质集团,582770.58,482.77%,38.89%,126,59.38%,0.48,17476.41,买0 | 卖4
000987,越秀资本,582543.55,482.54%,36.44%,225,43.37%,0.3,39125.54,买11 | 卖0
300198,ST纳川,581501.98,481.50%,36.80%,125,62.59%,0.46,28166.08,买0 | 卖0
000528,柳    工,579327.08,479.33%,35.58%,312,66.63%,0.26,59664.93,买1 | 卖0
300049,福瑞医科,578570.65,478.57%,38.24%,136,63.60%,0.43,21746.38,买1 | 卖0
300302,同有科技,578146.95,478.15%,38.40%,125,74.52%,0.45,25778.0,买2 | 卖1
000757,浩物股份,576388.63,476.39%,39.09%,197,74.55%,0.33,50593.33,买5 | 卖2
002068,黑猫股份,576211.5,476.21%,37.43%,179,53.84%,0.36,29090.52,买1 | 卖2
002190,成飞集成,574044.32,474.04%,32.93%,164,69.49%,0.39,35142.67,买5 | 卖2
300383,光环新网,571727.04,471.73%,43.00%,100,56.22%,0.53,36979.98,买2 | 卖0
000739,普洛药业,569753.0,469.75%,38.87%,265,56.48%,0.27,64280.95,买0 | 卖1
300274,阳光电源,567561.9,467.56%,35.82%,134,62.65%,0.44,24406.09,买0 | 卖1
300661,圣邦股份,566915.86,466.92%,45.00%,80,47.44%,0.65,18263.13,买6 | 卖0
300187,永清环保,566083.61,466.08%,41.94%,124,36.32%,0.45,23922.45,买0 | 卖0
002276,万马股份,565444.32,465.44%,35.06%,154,74.69%,0.41,27625.7,买1 | 卖0
000969,安泰科技,563585.5,463.59%,39.08%,238,71.74%,0.29,53761.57,买0 | 卖1
000662,天夏退,561732.45,461.73%,36.45%,203,66.80%,0.32,43624.46,买10 | 卖5
300265,通光线缆,560446.34,460.45%,39.37%,127,69.20%,0.44,33106.71,买1 | 卖1
300267,尔康制药,559705.86,459.71%,38.71%,124,53.51%,0.46,25660.09,买0 | 卖0
002667,威领股份,559363.77,459.36%,35.48%,124,71.88%,0.46,19932.31,买0 | 卖2
300043,星辉娱乐,557593.89,457.59%,41.73%,127,67.62%,0.43,30642.11,买3 | 卖0
000544,中原环保,552475.53,452.48%,37.23%,282,65.86%,0.25,53919.5,买2 | 卖1
000632,三木集团,551267.26,451.27%,37.55%,269,87.25%,0.31,74107.87,买2 | 卖4
600119,长江投资,551252.09,451.25%,34.39%,253,82.10%,0.27,54231.9,买13 | 卖10
002735,王子新材,550440.68,450.44%,35.87%,92,59.25%,0.56,14478.34,买12 | 卖0
300234,开尔新材,550268.92,450.27%,36.29%,124,55.77%,0.44,30070.06,买2 | 卖0
002738,中矿资源,549009.0,449.01%,36.36%,99,56.47%,0.54,25307.99,买6 | 卖0
300151,昌红科技,548327.26,448.33%,40.77%,130,62.89%,0.43,23287.69,买0 | 卖0
300118,东方日升,547408.38,447.41%,31.88%,138,75.77%,0.42,16066.63,买2 | 卖0
300290,荣科科技,546958.23,446.96%,34.43%,122,67.48%,0.46,13389.77,买2 | 卖2
002402,和而泰,546667.9,446.67%,40.94%,149,55.75%,0.41,27180.05,买0 | 卖0
002723,小崧股份,543669.56,443.67%,45.54%,101,53.49%,0.5,26172.38,买1 | 卖0
600128,苏豪弘业,543470.79,443.47%,37.01%,254,71.35%,0.27,99635.17,买2 | 卖1
002730,电光科技,543031.07,443.03%,39.56%,91,51.65%,0.54,16162.94,买8 | 卖2
002249,大洋电机,542375.72,442.38%,40.40%,151,63.76%,0.39,38839.31,买1 | 卖2
002420,毅昌科技,542324.12,442.32%,39.86%,138,58.60%,0.42,18225.89,买0 | 卖1
000594,国恒退,541230.97,441.23%,32.91%,158,75.85%,0.37,86425.01,买6 | 卖0
002062,宏润建设,537528.6,437.53%,35.26%,190,51.73%,0.35,37849.44,买1 | 卖0
002544,普天科技,536883.32,436.88%,36.84%,133,58.14%,0.44,23748.71,买1 | 卖0
000601,韶能股份,533420.42,433.42%,35.16%,273,95.74%,0.34,55642.57,买0 | 卖4
600026,中远海能,531628.06,431.63%,38.65%,207,57.44%,0.3,50026.98,买0 | 卖0
301205,联特科技,531614.11,431.61%,50.00%,28,63.79%,1.03,6408.89,买0 | 卖0
000731,四川美丰,530992.21,430.99%,35.23%,264,58.90%,0.25,88533.92,买1 | 卖0
